Vehicle_ID,Frame_No,Time_s,X_m,Y_m,Speed_mps,Acc_mps2,used_metres,bbox_x1,bbox_y1,bbox_x2,bbox_y2
2,491,20.47879167,9.014681954,6.262206926,0,0,TRUE,1615.702271,1110.691284,1762.853149,1236.281494
2,492,20.5205,9.014681954,6.262206926,0,0,TRUE,1615.702271,1110.691284,1762.853149,1236.281494
2,493,20.56220833,9.014681954,6.262206926,0,0,TRUE,1615.702271,1110.691284,1762.853149,1236.281494
2,494,20.60391667,9.014681954,6.262206926,0,0,TRUE,1615.702271,1110.691284,1762.853149,1236.281494
2,495,20.645625,9.014681954,6.262206926,0,0,TRUE,1615.702271,1110.691284,1762.853149,1236.281494
2,496,20.68733333,9.014681954,6.262206926,0,0,TRUE,1615.702271,1110.691284,1762.853149,1236.281494
2,497,20.72904167,9.014681954,6.262206926,0,0,TRUE,1615.702271,1110.691284,1762.853149,1236.281494
2,498,20.77075,9.014681954,6.262206926,0,0,TRUE,1615.702271,1110.691284,1762.853149,1236.281494
2,499,20.81245833,9.039186,6.266249623,0.595451527,14.27656008,TRUE,1615.242798,1109.708252,1772.496338,1238.779663
2,500,20.85416667,9.039186,6.266249623,0,-14.27656008,TRUE,1615.242798,1109.708252,1772.496338,1238.779663
2,501,20.895875,9.065647881,6.265813825,0.634536732,15.2136679,TRUE,1614.194336,1109.469116,1783.46228,1238.855469
2,502,20.93758333,9.056118295,6.27158343,0.267094797,-8.809796651,TRUE,1612.636597,1109.320923,1781.448486,1241.166016
2,503,20.97929167,9.071044875,6.269352325,0.361855817,2.271992494,TRUE,1611.054321,1108.872437,1788.625,1240.77832
2,504,21.021,9.039014026,6.270504031,0.768468686,9.748959887,TRUE,1611.568359,1109.981445,1776.106323,1240.100952
2,505,21.06270833,9.051080232,6.275310189,0.311404608,-10.95857927,TRUE,1611.789307,1110.689331,1780.407593,1241.194336
2,506,21.10441667,9.053635092,6.280910751,0.147591075,-3.927597212,TRUE,1611.603394,1110.671509,1781.551025,1243.311157
2,507,21.146125,9.064627762,6.283666898,0.271718435,2.976080558,TRUE,1612.145142,1110.667358,1785.12915,1244.348267
2,508,21.18783333,9.093979982,6.281347852,0.705942597,10.41096892,TRUE,1611.514038,1109.837524,1796.760986,1244.30896
2,509,21.22954167,9.109742331,6.281086959,0.37797022,-7.863473575,TRUE,1611.786011,1109.197632,1802.396484,1244.851074
2,510,21.27125,9.054212247,6.278576396,1.332750622,22.89183782,TRUE,1613.189819,1110.439453,1780.180908,1242.668335
2,511,21.31295833,9.055138889,6.275133981,0.0854734,-29.90474859,TRUE,1613.202759,1109.682983,1780.515259,1242.134644
2,512,21.35466667,9.049504453,6.278979298,0.16355327,1.872044846,TRUE,1612.732422,1110.351563,1778.873901,1242.907227
2,513,21.396375,9.09731524,6.282561769,1.149526064,23.63970736,TRUE,1611.762939,1110.108521,1797.762085,1244.49292
2,514,21.43808333,9.092308445,6.28213281,0.1204828,-24.67236598,TRUE,1611.817627,1110.437744,1795.830933,1244.00293
2,515,21.47979167,9.081910193,6.282278728,0.249333277,3.08932213,TRUE,1611.281128,1110.881348,1792.470337,1243.614014
